"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
"_","Tannerella","forsythensis"," ATCC 43037","_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
"_","Teredinibacter","turnerae ","T7902","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Thauera"," sp. ","MZ1T","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Subdoligranulum","variabile","DSM15176","_","Firmicutes","Firmicutes",1,,,,,
"_","Stigmatella","aurantiaca","DW4/3-1","_","Deltaproteobacteria","Deltaproteobacteria",1,,,,,
"_","Spiroplasma","kunkelii","CR2-3x","_","Firmicutes","Firmicutes",1,,,,,
"_","Simkania","negevensis",,"_","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Sanguibacter","keddieii","DSM10542","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Ruegeria","sp.","R11","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Saccharophagus","degradans","01/02/40","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Saccharopolyspora","erythraea","NRRL2338","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Ramlibacter","tataouinensis","TTB310","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Pyrodictium","abyssi","DSM6158","_","Crenarchaeota","Crenarchaeota",1,,,,,
"_","Pyrolobus","fumarii",,"_","Crenarchaeota","Crenarchaeota",1,,,,,
"_","Proteinoruptor","kamchatkensis","1221n","_","Crenarchaeota","Crenarchaeota",1,,,,,
"_","Prosthecobacter","dejongeii",,"_","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Prochloron","didemni",,"_","Cyanobacteria","Cyanobacteria",1,,,,,
"_","Prevotella","intermedia",17,"_","Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
"_","Picrophilus","torridus","DSM9790","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Planctomyces","maris","DSM8797","_","Planctomycetes","Planctomycetes",1,,,,,
"_","Plesiocystis","pacifica","SIR-1","_","Deltaproteobacteria","Deltaproteobacteria",1,,,,,
"_","Peptostreptococcus","micros","ATCC33270","_","Firmicutes","Firmicutes",1,,,,,
"_","Persephonella","marina","EX-H1","_","Aquificae","Aquificae",1,,,,,
"_","Petrotoga","miotherma",,"_","Thermotogae","Thermotogae",1,,,,,
"_","Phaeobacter","gallaeciensis",2.1,"_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Peptostreptococcus","micros","ATCC33270","_","Firmicutes","Firmicutes",1,,,,,
"_","Opitutus","terrae","PB90-1","_","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Orientia","tsutsugamushi","Boryong","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Paenibacillus","larvae","subsp.larvae","BRL-230010","Firmicutes","Firmicutes",1,,,,,
"_","Oligobacter","sp.","SKA48","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Oceanospirillales","bacterium","Osedax endosymbiont'","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Nocardioides","sp.","JS614","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Nocardiopsis","dassonvillei","subsp.dassonvillei","DSM43111","Actinobacteria","Actinobacteria",1,,,,,
"_","Nodularia","spumigena","CCY9414","_","Cyanobacteria","Cyanobacteria",1,,,,,
"_","Nitratiruptor","sp.","SB155-2","_","Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
"_","Neorickettsia","sennetsu","str. Miyayama","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Neptuniibacter","caesariensis",,"_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Nautilia","sp.","Am-H","_","Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
"_","Natranaerobius","thermophilus","JW/NM-WN-LF","_","Firmicutes","Firmicutes",1,,,,,
"_","Natrialba","asiatica",,"_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Moraxella","bovis","Epp63","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Methylophaga","sp.","DMS010","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Methylophilales","bacterium","HTCC2181","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Methanocorpusculum","labreanum","Z","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Methanoculleus","marisnigri","JR1","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Methanogenium","frigidum","Ace-2","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Mariprofundus","ferrooxydans","PV-1","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Marinitoga","camini",,"_","Thermotogae","Thermotogae",1,,,,,
"_","Mannheimia","haemolytica","PHL213","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Macrococcus","caseolyticus","JCSC5402","_","Firmicutes","Firmicutes",1,,,,,
"_","Lyngbya","sp.","PCC8106","_","Cyanobacteria","Cyanobacteria",1,,,,,
"_","Lysinibacillus","sphaericus","C3-41","_","Firmicutes","Firmicutes",1,,,,,
"_","Leptothrix","cholodnii","SP-6","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Leuconostoc","citreum","KM20","_","Firmicutes","Firmicutes",1,,,,,
"_","Leptospirillum","ferrooxidans","ATCC53993","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Lentisphaera","araneosa","HTCC2155","_","Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Leptolyngbya","valderiana","BDU20041","_","Cyanobacteria","Cyanobacteria",1,,,,,
"_","Labrenzia","alexandrii","DFL-11","_","Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Kribbella","flavida","DSM17836","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Ktedonobacter","racemifer","DSM44963","_","Other Bacteria","Other Bacteria",1,,,,,
"_","Kytococcus","sedentarius","DSM20547","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Kocuria","rhizophila","DC2201","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Janthinobacterium","sp.","Marseille","_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Jonesia","denitrificans","DSM20603","_","Actinobacteria","Actinobacteria",1,,,,,
"_","Hydrogenivirga","sp.","128-5-R1-1","_","Aquificae","Aquificae",1,,,,,
"_","Hydrogenobaculum","sp.","Y04AAS1","_","Aquificae","Aquificae",1,,,,,
"_","Heliothrix","oregonensis",,"_","Chloroflexi","Chloroflexi",1,,,,,
"_","Herbaspirillum","seropedicae",,"_","Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Heliobacillus","mobilis",,"_","Firmicutes","Firmicutes",1,,,,,
"_","Haloferax","volcanii","DS2","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Halobaculum","gomorrense",,"_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Halobiforma","lacisalsi","AJ5","_","Euryarchaeota","Euryarchaeota",1,,,,,
"_","Glaciecola","sp.","HTCC2999","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Fibrobacter","succinogenes","subsp.succinogenes","S85","Other Bacteria","Other Bacteria",1,,,,,
"_","Epulopiscium","sp.",,"_","Firmicutes","Firmicutes",1,,,,,
"_","Elusimicrobium","minutum","Pei191","_","Other Bacteria","Other Bacteria",1,,,,,
"_","Endoriftia","persephone","Hot96_1+Hot96_2'","_","Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Edwardsiella","ictaluri",,,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Dichelobacter","nodosus","VCS1703A",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Dermocarpa","sp.",6,,"Cyanobacteria","Cyanobacteria",1,,,,,
"_","Dechloromonas","aromatica","RCB",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
"_","Cryptobacterium","curtum","DSM15641",,"Actinobacteria","Actinobacteria",1,,,,,
"_","Chrysiogenes","arsenatis","DSM11915",,"Chrysiogenetes","Chrysiogenetes",1,,,,,
"_","Chthoniobacter","flavus","Ellin428",,"Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Carnobacterium","sp.","AT7",,"Firmicutes","Firmicutes",1,,,,,
"_","Carboxydibrachium","pacificum","DSM12653",,"Firmicutes","Firmicutes",1,,,,,
"_","Carboxydothermus","hydrogenoformans","Z-2901",,"Firmicutes","Firmicutes",1,,,,,
"_","Campylobacterales","bacterium","GD1",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
"_","Candidatus_Amoebophilus","asiaticus"," 5a2",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
"_","Candidatus_Arcobacter","sulfidicus",,,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
"_","Candidatus_Brocadia ","anammoxidans",,,"Planctomycetes","Planctomycetes",1,,,,,
"_","Candidatus_Chlorothrix ","halophila",,,"Chloroflexi","Chloroflexi",1,,,,,
"_","Candidatus_Desulforudis ","audaxviator","MP104C",,"Firmicutes","Firmicutes",1,,,,,
"_","Candidatus_Methanoregula ","boonei","6A8",,"Euryarchaeota","Euryarchaeota",1,,,,,
"_","Candidatus_Ovobacter ","propellens",,,"Other Bacteria","Other Bacteria",1,,,,,
"_","Candidatus_Protochlamydia ","amoebophila"," UWE25",,"Chlamydiae/Verrucomicrobia","Chlamydiae/Verrucomicrobia",1,,,,,
"_","Candidatus_Ruthia","magnifica ","Cm",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Candidatus_Thioturbo","danicus","Td_Nivab1",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
"_","Candidatus_Vesicomyosocius","okutanii ","HA",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Bryantella","formatexigens","DSM14469",,"Firmicutes","Firmicutes",1,,,,,
"_","Beggiatoa","sp.","PS",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
"_","Bacteriovorax","marinus",,,"Deltaproteobacteria","Deltaproteobacteria",1,,,,,
"_","Azospirillum","brasilense",,,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
"_","Atopobium","minutum",,,"Actinobacteria","Actinobacteria",1,,,,,
"_","Arthrospira","platensis",,,"Cyanobacteria","Cyanobacteria",1,,,,,
"_","Ammonifex","degensii","KC4",,"Firmicutes","Firmicutes",1,,,,,
"_","Actinospica","robiniae","DSM44927",,"Actinobacteria","Actinobacteria",1,,,,,
"_","Actinosynnema","mirum","DSM43827",,"Actinobacteria","Actinobacteria",1,,,,,
"_","Acidianus","brierleyi",,,"Crenarchaeota","Crenarchaeota",1,,,,,
">gi|000000000|AP009240|ref|NC_i00001|","Escherichia","coli","SE11",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|AAXA00000000|ref|NC_i00004|","Dorea","formicigenerans","ATCC 27755",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AAXB00000000|ref|NC_i00005|","Dorea","longicatena","DSM 13814",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AAVL00000000|ref|NC_i00006|","Eubacterium","ventriosum","ATCC 27560",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABEE00000000|ref|NC_i00011|","Parvimonas","micra","ATCC 33270",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AAYI00000000|ref|NC_i00012|","Actinomyces","odontolyticus","DSM 43331",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACEP00000000|ref|NC_i00015|","Eubacterium","hallii","DSM 3353",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACBY00000000|ref|NC_i00017|","Subdoligranulum","variabile","DSM 15176",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACOP00000000|ref|NC_i00023|","Faecalibacterium","prausnitzii","A2-165",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACFX00000000|ref|NC_i00026|","Clostridium","sp","M62/1",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AAYW00000000|ref|NC_i00027|","Clostridium","sp","L2-50",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AP008937|ref|NC_i00033|","Lactobacillus","fermentum","IFO 3956",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AP008971|ref|NC_i00034|","Finegoldia","magna","ATCC 29328",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AP007281|ref|NC_i00035|","Lactobacillus","reuteri","JCM 1112",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|AP009380|ref|NC_i00036|","Porphyromonas","gingivalis","ATCC 33277",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABFX00000000|ref|NC_i00043|","Clostridium","ramosum","VPI 427 DSM 1402",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCK00000000|ref|NC_i00047|","Catenibacterium","mitsuokai","DSM 15897",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABIY00000000|ref|NC_i00048|","Bacteroides","coprocola","DSM 17136",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABJL00000000|ref|NC_i00049|","Bacteroides","intestinalis","DSM 17393",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABVR00000000|ref|NC_i00050|","Coprococcus","comes","ATCC 27758",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABVP00000000|ref|NC_i00053|","Proteus","penneri","ATCC 35198",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ACBZ00000000|ref|NC_i00057|","Blautia","hydrogenotrophicus","DSM 10507",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCL00000000|ref|NC_i00058|","Bryantella","formatexigens","DSM 14469",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABYW00000000|ref|NC_i00059|","Methanobrevibacter","smithii","DSM 2375",,"Euryarchaeota","Euryarchaeota",1,,,,,
">gi|000000000|ABQC00000000|ref|NC_i00063|","Bacteroides","plebeius","M12 DSM 17135",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ABWP00000000|ref|NC_i00067|","Clostridium","hiranonis","TO-931 DSM 13275",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADGK00000000|ref|NC_i00069|","Edwardsiella","tarda","ATCC 23685",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ABWL00000000|ref|NC_i00071|","Citrobacter","youngae","ATCC 29220",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ABWN00000000|ref|NC_i00072|","Butyrivibrio","crossotus","DSM 2876",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCG00000000|ref|NC_i00073|","Bifidobacterium","breve","DSM 20213",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACCJ00000000|ref|NC_i00075|","Clostridium","asparagiforme","DSM 15981",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCI00000000|ref|NC_i00078|","Providencia","rettgeri","DSM 1131",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ABYU00000000|ref|NC_i00083|","Blautia","hansenii","DSM 20583",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACBX00000000|ref|NC_i00084|","Prevotella","copri","CB7 DSM 18205",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACCH00000000|ref|NC_i00085|","Bacteroides","cellulosilyticus","DSM 14838",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACEC00000000|ref|NC_i00086|","Clostridium","methylpentosum","DSM 5476",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABQP00000000|ref|NC_i00087|","Bifidobacterium","bifidum","NCIMB 41171",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ABQQ00000000|ref|NC_i00088|","Bifidobacterium","longum","infantis CCUG 52486",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ABQR00000000|ref|NC_i00089|","Clostridiales","sp.","1_7_47FAA",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABQS00000000|ref|NC_i00090|","Helicobacter","canadensis","MIT 98-5491 ATCC 700968",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ABQT00000000|ref|NC_i00091|","Helicobacter","cinaedi","CCUG 18818",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ABQU00000000|ref|NC_i00092|","Helicobacter","pullorum","MIT 98-5489",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ABQV00000000|ref|NC_i00093|","Lactobacillus","paracasei","8700:02:00",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCF00000000|ref|NC_i00094|","Holdemania","filiformis","DSM 12042",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACBW00000000|ref|NC_i00096|","Bacteroides","coprophilus","DSM 18228",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACDY00000000|ref|NC_i00098|","Neisseria","cinerea","ATCC 14685",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADBF00000000|ref|NC_i00099|","Neisseria","elongata","ATCC 29315",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACEN00000000|ref|NC_i00100|","Neisseria","flavescens","NRL30031/H210",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACDX00000000|ref|NC_i00101|","Neisseria","mucosa","M26 ATCC 25996",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADBE00000000|ref|NC_i00102|","Neisseria","polysaccharea","ATCC 43768",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACKO00000000|ref|NC_i00103|","Neisseria","sicca","ATCC 29256",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACEO00000000|ref|NC_i00104|","Neisseria","subflava","NJ9703",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ADGE00000000|ref|NC_i00105|","Filifactor","alocis","ATCC 35896",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACDZ00000000|ref|NC_i00106|","Gemella","haemolysans","ATCC 10379",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKP00000000|ref|NC_i00107|","Selenomonas","sputigena","ATCC 35185",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIK00000000|ref|NC_i00108|","Veillonella","dispar","ATCC 17748",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACEA00000000|ref|NC_i00109|","Eikenella","corrodens","ATCC 23834",,"Betaproteobacteria","Betaproteobacteria",1,,,,,
">gi|000000000|ACJY00000000|ref|NC_i00110|","Fusobacterium","periodonticum","ATCC 33693",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACGL00000000|ref|NC_i00111|","Enterococcus","faecalis","TX0104",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIY00000000|ref|NC_i00112|","Enterococcus","faecium","DO",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACKR00000000|ref|NC_i00113|","Lactobacillus","crispatus","JV-V01",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIO00000000|ref|NC_i00117|","Clostridium","hathewayi","DSM 13479",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACFY00000000|ref|NC_i00118|","Roseburia","inulinivorans","DSM 16841",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACEB00000000|ref|NC_i00119|","Corynebacterium","matruchotii","ATCC 33806",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACKQ00000000|ref|NC_i00120|","Chryseobacterium","gleum","F93 ATCC 35910",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|CP001849|ref|NC_i00121|","Gardnerella","vaginalis","409-05",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACVP00000000|ref|NC_i00123|","Corynebacterium","tuberculostearicum","SK141",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACFR00000000|ref|NC_i00125|","Staphylococcus","capitis","SK14",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACVQ00000000|ref|NC_i00126|","Campylobacter","showae","RM3277",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ACYG00000000|ref|NC_i00127|","Campylobacter","gracilis","RM3268",,"Epsilonproteobacteria","Epsilonproteobacteria",1,,,,,
">gi|000000000|ABWH00000000|ref|NC_i00128|","Lactobacillus","gasseri","MV-22",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ABWG00000000|ref|NC_i00129|","Lactobacillus","jensenii",1153,,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACYI00000000|ref|NC_i00130|","Enhydrobacter","aerosaccus","SK60",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ADFO00000000|ref|NC_i00131|","Prevotella","bivia","JCVIHMP010",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACSI00000000|ref|NC_i00132|","Prevotella","melaninogenica","ATCC 25845",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACNN00000000|ref|NC_i00133|","Porphyromonas","endodontalis","ATCC 35406",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACLQ00000000|ref|NC_i00134|","Capnocytophaga","gingivalis","ATCC 33624",,"Bacteroidetes/Chlorobi","Bacteroidetes/Chlorobi",1,,,,,
">gi|000000000|ACVO00000000|ref|NC_i00135|","Rothia","mucilaginosa","ATCC 25296",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACFG00000000|ref|NC_i00137|","Actinomyces","coleocanis","DSM 15436",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACFH00000000|ref|NC_i00138|","Actinomyces","urogenitalis","DSM 15434",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACGC00000000|ref|NC_i00139|","Anaerococcus","tetradius","ATCC 35098",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGK00000000|ref|NC_i00140|","Atopobium","vaginae","DSM 15829",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADVM00000000|ref|NC_i00142|","Clostridium","difficile","NAP07",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGD00000000|ref|NC_i00144|","Corynebacterium","accolens","ATCC 49725",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACYW00000000|ref|NC_i00145|","Corynebacterium","jeikeium","ATCC 43734",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACHJ00000000|ref|NC_i00146|","Corynebacterium","lipophiloflavum","DSM 44291",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACGE00000000|ref|NC_i00147|","Corynebacterium","striatum","ATCC 6940",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACLH00000000|ref|NC_i00148|","Corynebacterium","aurimucosum","ATCC 700975",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACLK00000000|ref|NC_i00153|","Erysipelothrix","rhusiopathiae","ATCC 19414",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ADVK00000000|ref|NC_i00156|","Fusobacterium","nucleatum","ATCC 23726",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACHN00000000|ref|NC_i00158|","Lactobacillus","acidophilus","ATCC 4796",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLL00000000|ref|NC_i00159|","Lactobacillus","antri","DSM 16041",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGH00000000|ref|NC_i00160|","Lactobacillus","buchneri","ATCC 11577",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGP00000000|ref|NC_i00163|","Lactobacillus","hilgardii","ATCC 8290",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACLN00000000|ref|NC_i00164|","Lactobacillus","iners","DSM 13335",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGR00000000|ref|NC_i00166|","Lactobacillus","johnsonii","ATCC 33200",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACIZ00000000|ref|NC_i00167|","Lactobacillus","rhamnosus","LMS2-1",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGS00000000|ref|NC_i00168|","Lactobacillus","ruminis","ATCC 25644",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGT00000000|ref|NC_i00169|","Lactobacillus","salivarius","ATCC 11741",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGU00000000|ref|NC_i00170|","Lactobacillus","ultunensis","DSM 16047",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGV00000000|ref|NC_i00171|","Lactobacillus","vaginalis","ATCC 49540",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACGZ00000000|ref|NC_i00174|","Lactobacillus","plantarum","ATCC 14917",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCR00000000|ref|NC_i00175|","Listeria","grayi","DSM 20601",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACCQ00000000|ref|NC_i00176|","Mobiluncus","curtisii","ATCC 43063",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADNV00000000|ref|NC_i00177|","Mycobacterium","parascrofulaceum","ATCC BAA-614",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACLE00000000|ref|NC_i00178|","Proteus","mirabilis","ATCC 29906",,"Gammaproteobacteria","Gammaproteobacteria",1,,,,,
">gi|000000000|ADNW00000000|ref|NC_i00179|","Rhodococcus","equi","ATCC 33707",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ADVL00000000|ref|NC_i00180|","Roseomonas","cervicalis","ATCC 49957",,"Alphaproteobacteria","Alphaproteobacteria",1,,,,,
">gi|000000000|ACHB00000000|ref|NC_i00181|","Sphingobacterium","spiritivorum","ATCC 33300",,"Bacteroidetes/Chlorobigroup","Bacteroidetes/Chlorobigroup",1,,,,,
">gi|000000000|ACHE00000000|ref|NC_i00187|","Staphylococcus","epidermidis","BCM-HMP0060",,"Firmicutes","Firmicutes",1,,,,,
">gi|000000000|ACHF00000000|ref|NC_i00188|","Corynebacterium","glucuronolyticum","ATCC 51866",,"Actinobacteria","Actinobacteria",1,,,,,
">gi|000000000|ACET00000000|ref|NC_i00190|","Fusobacterium","gonidiaformans","ATCC 25563",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACDB00000000|ref|NC_i00191|","Fusobacterium","mortiferum","ATCC 9817",,"Fusobacteria","Fusobacteria",1,,,,,
">gi|000000000|ACIE00000000|ref|NC_i00192|","Fusobacterium","varium","ATCC 27725",,"Fusobacteria","Fusobacteria",1,,,,,
